# tic_id: 188646744
# sector: 83
# n_points: 17326
# n_original: 17326
# cadence_seconds: 119.99736897123512
# time_start_btjd: 3559.458315945771
# time_end_btjd: 3584.377208025556
# duration_days: 24.918892079784655
# export_timestamp: 2026-01-15T17:56:41.973071+00:00
# data_ref: lc:188646744:83:pdcsap
# transform: none
#
time_btjd,flux,flux_err,quality
3559.458315945771,0.9999584496719588,0.00020796437119993357,0
3559.459704818186,1.0005095556123624,0.00020796270514528582,0
3559.461093690601,0.9997631906469386,0.0002079664403323187,0
3559.4624825627843,0.9999276308855971,0.0002079143895605007,0
3559.4638714351995,1.0001554697704853,0.00020797482434925583,0
3559.465260307382,0.9998284604337689,0.00020792986774561541,0
3559.466649179796,0.9995873034304886,0.00020789767527032478,0
3559.4680380519785,1.0000430912673592,0.00020794753598643643,0
3559.4694269243932,1.0002337274744253,0.00020799882091055344,0
3559.470815796576,1.0000901999836551,0.0002079606763206744,0
3559.4722046687584,1.0001348872238796,0.0002079644249436319,0
3559.4735935411736,1.000388041540422,0.00020797599327469418,0
3559.474982413355,0.9998264792260743,0.00020794200038551,0
3559.4763712855374,0.9999780416147173,0.000207935430218391,0
3559.4777601579526,1.0000743503220977,0.00020796900659391323,0
3559.479149030135,1.0000567395870337,0.0002079731986023818,0
3559.4805379023173,1.0000824952870646,0.00020795528851491835,0
3559.4819267745006,1.000087228172113,0.00020796472053397262,0
3559.483315646916,1.0000055583882546,0.0002079497663499165,0
3559.4847045190972,1.000005228186972,0.0002079496454265953,0
3559.486093391279,1.000266087200105,0.00020795414646132917,0
3559.487482263462,1.0003787959045134,0.00020801331827317388,0
3559.488871135644,1.000072369114403,0.00020795676646662202,0
3559.4902600078267,0.9999242188056785,0.00020794437854416043,0
3559.491648880009,0.9999931208066157,0.00020795338061362819,0
3559.4930377521905,1.0000024765096183,0.00020795117712199727,0
3559.4944266246052,1.0000885489772429,0.000207957021749189,0
3559.495815496788,1.0001231100448056,0.00020795978954965224,0
3559.497204368971,1.000148535543554,0.00020799488418465185,0
3559.498593240921,1.0003465462459278,0.00020797233870320877,0
3559.4999821131023,0.9996103074531658,0.00020791465827899229,0
3559.5013709852847,1.000326844236075,0.00020798817965828707,0
3559.5027598574666,1.0002112737872189,0.00020797491840072787,0
3559.5041487296485,0.9999310429655157,0.00020794656859986677,0
3559.5055376018313,1.000179684531198,0.00020794685075428292,0
3559.506926474014,0.9999409490039891,0.0002079293571804814,0
3559.5083153461956,1.0005298079576859,0.00020799840439689147,0
3559.509704218146,1.0005641488910604,0.00020800181712173448,0
3559.511093090328,1.0002906321621001,0.00020798889176228976,0
3559.512481962509,1.0004559529375119,0.0002079971951636794,0
3559.5138708346917,1.0004691609888097,0.00020799203576864117,0
3559.5152597066417,1.0001386295050805,0.00020797247306245456,0
3559.516648578824,1.0001714294991368,0.00020800052727297492,0
3559.5180374510073,1.0000409999925706,0.00020793364324042204,0
3559.5194263229555,0.9998888872684567,0.0002079302439515036,0
3559.5208151951374,0.999836605398736,0.00020795225199596356,0
3559.5222040670874,1.0001824362085519,0.00020797327921792926,0
3559.5235929392693,0.9997579074264195,0.00020792132249758334,0
3559.5249818112193,1.000444285825532,0.0002079894829429712,0
3559.526370683402,0.9999303825629509,0.0002079221689608318,0
3559.5277595553503,1.000310444239047,0.00020798060179682466,0
3559.529148427532,0.9999858563784019,0.0002079533134340053,0
3559.5305372994826,1.0000640040152475,0.00020794329023426954,0
3559.531926171665,0.9999244389398668,0.00020793661257975394,0
3559.5333150436145,1.0001303744730194,0.00020793880263546025,0
3559.534703915564,0.9997991825867253,0.00020792681779073605,0
3559.5360927877464,1.0000251503310131,0.0002079773637390012,0
3559.537481659696,1.000297126120655,0.0002079560140548456,0
3559.5388705316445,1.0000626832101178,0.00020797549614548475,0
3559.540259403827,1.0001932227837784,0.00020799749075402013,0
3559.5416482757764,1.0002744522992604,0.000208010953550448,0
3559.543037147726,1.0001331261503732,0.00020796343068521305,0
3559.544426019676,0.999783442992262,0.00020792081193244934,0
3559.545814891858,1.0002536496184662,0.0002079735882441946,0
3559.5472037638065,1.0001863986239412,0.00020798964417406614,0
3559.548592635756,1.0002317462667305,0.00020797346732087337,0
3559.549981507706,1.0003440147027625,0.0002079818379018859,0
3559.551370379656,0.9998429892901965,0.00020796579540793893,0
3559.5527592516055,1.0004081838186512,0.00020799249259007685,0
3559.554148123554,1.0000888791785252,0.0002079690200298378,0
3559.5555369955036,0.9998447503637029,0.00020793733811968118,0
