,logg,Teff,Z,aLSM,bLSM
1174,5.0,5500,-0.2,0.06878409270192087,0.25148379301871926
1175,3.5,5750,-0.2,0.06386876623050596,0.23095117270373539
1176,4.0,5750,-0.2,0.06341146344931728,0.237345733735569
1177,4.5,5750,-0.2,0.06470011059716126,0.24060180223197059
1178,5.0,5750,-0.2,0.06541111291016105,0.24228058311339634
1179,3.5,6000,-0.2,0.05765440048540216,0.2170472640277934
1180,4.0,6000,-0.2,0.05766113266661975,0.22320877484138724
1181,4.5,6000,-0.2,0.05910341547999971,0.22684757348232581
1182,5.0,6000,-0.2,0.06022301210868245,0.22951393922211064
1183,3.5,6250,-0.2,0.05274503118111535,0.21079935679579132
1184,4.0,6250,-0.2,0.05364920953580668,0.21631213660842777
1185,4.5,6250,-0.2,0.05545837794075281,0.2194523543150545
1186,5.0,6250,-0.2,0.05721692743941686,0.22085442428418825
1187,3.5,6500,-0.2,0.04454843155068431,0.20534247677869435
1188,4.0,6500,-0.2,0.047120623361420755,0.20949533083912486
1189,4.5,6500,-0.2,0.049983453233976,0.21170270708283173
1190,5.0,6500,-0.2,0.05270504636354589,0.21244835043194166
1191,3.5,6750,-0.2,0.039055246366650365,0.20372839483501937
1192,4.0,6750,-0.2,0.04264195182555111,0.20648595071707124
1193,4.5,6750,-0.2,0.04625231046987412,0.20802524262835495
1194,5.0,6750,-0.2,0.04984773855067864,0.20796512082749755
1195,3.5,7000,-0.2,0.03375930508806322,0.20100941243106843
1196,4.0,7000,-0.2,0.03717702720189204,0.2021682643626933
1197,4.5,7000,-0.2,0.0414044101574954,0.20310945332457467
1198,5.0,7000,-0.2,0.04526799536953105,0.20319080019769728
1199,3.5,7250,-0.2,0.029236730718632347,0.19507920655939037
1200,4.0,7250,-0.2,0.03519625357227532,0.1987189891464204
1201,4.5,7250,-0.2,0.03884051013538752,0.19972641222072715
1202,5.0,7250,-0.2,0.0426335164345682,0.20008606354251776
1203,3.5,7500,-0.2,0.03775595976957302,0.1857151180493627
1204,4.0,7500,-0.2,0.03219539798947248,0.19121160355865152
1205,4.5,7500,-0.2,0.03678087865665805,0.19385880524987098
1206,5.0,7500,-0.2,0.03969608446150082,0.19489164786860785
1207,3.5,7750,-0.2,0.056290808740820215,0.1686752021938535
1208,4.0,7750,-0.2,0.03430473223842663,0.18633029189709713
1209,4.5,7750,-0.2,0.0372303208989672,0.1890141689690857
1210,5.0,7750,-0.2,0.03871984389102653,0.19062222951638533
1211,3.5,8000,-0.2,0.07842932411756356,0.13683625525037632
1212,4.0,8000,-0.2,0.057831370241418656,0.1618488909115105
1213,4.5,8000,-0.2,0.03681930060951273,0.1799821919896511
1214,5.0,8000,-0.2,0.04047298803609176,0.18249712905749282
1215,3.5,8250,-0.2,0.07470616089458025,0.13252517598715632
1216,4.0,8250,-0.2,0.07653034472900455,0.13574652040198912
1217,4.5,8250,-0.2,0.052134007579709915,0.16507673885236823
1218,5.0,8250,-0.2,0.03879138666935256,0.17740265284633264
1219,3.5,8500,-0.2,0.07113027331104824,0.12587177979119238
1220,4.0,8500,-0.2,0.07234404483294232,0.12582689630886099
1221,4.5,8500,-0.2,0.07479745305359212,0.12992291844135506
1222,5.0,8500,-0.2,0.053150935076077835,0.1587579178916457
1223,3.5,8750,-0.2,0.069793299984914,0.1209105359089189
1224,4.0,8750,-0.2,0.07017942080730608,0.12070091307833825
1225,4.5,8750,-0.2,0.07194028319384878,0.12190858750027095
1226,5.0,8750,-0.2,0.07054398909994308,0.1335253134811447
1227,3.5,9000,-0.2,0.06840007695006989,0.1153533192246359
1228,4.0,9000,-0.2,0.06827419941086194,0.11379438962039427
1229,4.5,9000,-0.2,0.06840595748539514,0.11447683568404826
1230,5.0,9000,-0.2,0.07061918429781781,0.11626089874621051
1231,3.5,9250,-0.2,0.06840007695006989,0.1153533192246359
1232,4.0,9250,-0.2,0.06827419941086194,0.11379438962039427
1233,4.5,9250,-0.2,0.06840595748539514,0.11447683568404826
1234,5.0,9250,-0.2,0.07061918429781781,0.11626089874621051
1235,3.5,9500,-0.2,0.06840007695006989,0.1153533192246359
1236,4.0,9500,-0.2,0.06827419941086194,0.11379438962039427
1237,4.5,9500,-0.2,0.06840595748539514,0.11447683568404826
1238,5.0,9500,-0.2,0.07061918429781781,0.11626089874621051
1239,3.5,9750,-0.2,0.06840007695006989,0.1153533192246359
