logg,Teff,Z,aLSM,bLSM
3.5,4000,-5,0.088780647,0.3849198283829278
3.5,4250,-5,0.12266192187281408,0.3596151876708746
4,4250,-5,0.087651419,0.3539114782471549
3.5,4500,-5,0.2307126442587533,0.33566275135216983
4,4500,-5,0.15637004168033575,0.3448262601477027
3.5,4750,-5,0.2991020535632419,0.32733159815449636
4,4750,-5,0.21579387672220873,0.34527481304732854
4.5,4750,-5,0.15623199849712982,0.34517875104416895
3.5,5000,-5,0.26619234462484853,0.3341440963901444
4,5000,-5,0.2480133424150466,0.32964078417980713
4.5,5000,-5,0.21431602299441388,0.33109053500645114
5,5000,-5,0.1811770255694126,0.32828839629259626
3.5,5250,-5,0.2743146635777039,0.33230142651678857
4,5250,-5,0.25357378948708476,0.3373445614747863
4.5,5250,-5,0.23367816856652596,0.3337446665526499
5,5250,-5,0.20654466302949437,0.3627627782960662
3.5,5500,-5,0.284980588,0.32405510542165616
4,5500,-5,0.2667007785754973,0.33450685702112476
4.5,5500,-5,0.2462522310568448,0.3388997080932319
5,5500,-5,0.2249790352608974,0.3389975514448757
3.5,5750,-5,0.2907717649675996,0.3174086320224624
4,5750,-5,0.27291814429789757,0.32924943
4.5,5750,-5,0.25514193326218726,0.3360181966662657
5,5750,-5,0.23378265030664097,0.34031433956812474
3.5,6000,-5,0.2933855660304401,0.3084643458923966
4,6000,-5,0.2783253915030137,0.3214620522480086
4.5,6000,-5,0.26375809522119587,0.329619825
5,6000,-5,0.24507949370682425,0.3367793768018463
3.5,6250,-5,0.29284553314865086,0.30430880218081696
4,6250,-5,0.2802263476647256,0.31591203418617686
4.5,6250,-5,0.268524064,0.3239701459303725
5,6250,-5,0.25105141913366474,0.33179864534333003
3.5,6500,-5,0.28756471995999955,0.3008860445130383
4,6500,-5,0.278598683,0.3102856898992386
4.5,6500,-5,0.26876951190637755,0.3177770177471373
5,6500,-5,0.25627465686776524,0.32464802464242026
3.5,6750,-5,0.28044434402810664,0.30141877179429355
4,6750,-5,0.2740843623491512,0.3087060404096354
4.5,6750,-5,0.2669266322454553,0.31470335915552455
5,6750,-5,0.2579098499427762,0.3201046116444589
3.5,7000,-5,0.26499706701349124,0.3060111878562656
4,7000,-5,0.26395870962686657,0.3088624171311436
4.5,7000,-5,0.2609157529532647,0.3121847793219788
5,7000,-5,0.2547401600963223,0.31619060841001506
3.5,7250,-5,0.25476500312283623,0.3102274544554209
4,7250,-5,0.25486748105850654,0.3107843850232588
4.5,7250,-5,0.25404299806810415,0.31253570698268224
5,7250,-5,0.25099787982222405,0.3148064573931993
3.5,7500,-5,0.2792353780252271,0.2644295043742936
4,7500,-5,0.24054627093963016,0.3145676175882031
4.5,7500,-5,0.24083969731004162,0.31524925827419226
5,7500,-5,0.24081687524721837,0.3157207166257327
3.5,7750,-5,0.3072812797283751,0.25270682106875875
4,7750,-5,0.23098648692956578,0.30845787019711585
4.5,7750,-5,0.23129756733020168,0.31771560920036895
5,7750,-5,0.23220585606625663,0.31762748751792946
3.5,8000,-5,0.3180979561890311,0.25814900811447067
4,8000,-5,0.2695453605749043,0.2774560763461892
4.5,8000,-5,0.21468283375030314,0.31663407864930077
5,8000,-5,0.2169017224505039,0.32176285449708303
3.5,8250,-5,0.32172768038513777,0.24782100496600823
4,8250,-5,0.2843936398399851,0.2741500344656541
4.5,8250,-5,0.222684855,0.30455346259185534
5,8250,-5,0.2076037254855516,0.3234738877087456
3.5,8500,-5,0.2965967654664612,0.2555007123534745
4,8500,-5,0.29781789735963443,0.2553763813836998
4.5,8500,-5,0.2528410300999523,0.29043412
5,8500,-5,0.1968503635200564,0.3152894935902772
3.5,8750,-5,0.278310029,0.26239395188773773
4,8750,-5,0.2869668497621766,0.25432415681640874
4.5,8750,-5,0.2697937875410945,0.2725281847650711
5,8750,-5,0.21547538922284204,0.31119697622629955
3.5,9000,-5,0.25641179690921106,0.2680344586481798
4,9000,-5,0.26386547109561076,0.2615832187388141
4.5,9000,-5,0.2705933831863062,0.2558704731060129
5,9000,-5,0.24291433746297178,0.2839313898196176
3.5,9250,-5,0.25641179690921106,0.2680344586481798
4,9250,-5,0.26386547109561076,0.2615832187388141
4.5,9250,-5,0.2705933831863062,0.2558704731060129
5,9250,-5,0.24291433746297178,0.2839313898196176
3.5,9500,-5,0.25641179690921106,0.2680344586481798
4,9500,-5,0.26386547109561076,0.2615832187388141
4.5,9500,-5,0.2705933831863062,0.2558704731060129
5,9500,-5,0.24291433746297178,0.2839313898196176
3.5,9750,-5,0.25641179690921106,0.2680344586481798
4,9750,-5,0.26386547109561076,0.2615832187388141
4.5,9750,-5,0.2705933831863062,0.2558704731060129
5,9750,-5,0.24291433746297178,0.2839313898196176
3.5,10000,-5,0.25641179690921106,0.2680344586481798
4,10000,-5,0.26386547109561076,0.2615832187388141
4.5,10000,-5,0.2705933831863062,0.2558704731060129
5,10000,-5,0.24291433746297178,0.2839313898196176
3.5,3750,-4.5,0.18277673533492206,0.4091830247162071
3.5,4000,-4.5,0.092101314,0.3880947234823906
4,4000,-4.5,0.078017811,0.39553507135553356
3.5,4250,-4.5,0.12390752580133253,0.3617245286859566
4,4250,-4.5,0.08907906,0.3559306221732418
4.5,4250,-4.5,0.076133564,0.35417263282294703
3.5,4500,-4.5,0.23206050208564097,0.33603308419993444
4,4500,-4.5,0.15745819535947306,0.3457061911787739
4.5,4500,-4.5,0.111915862,0.34130281391259926
5,4500,-4.5,0.086791408,0.3301521476358955
3.5,4750,-4.5,0.3007937124836403,0.3264133336009526
4,4750,-4.5,0.21663188727608532,0.34572155729774795
